"[3, 12, 16, 21, 30, 31]","['重号数: 1', '热号命中: 3', '和值: 113', 'AC值: 7', '奇偶比: 3:3', '大小比: 3:3', '012分布: (4, 2, 0)', '样本分析-均值-方差-标准差: (19, 117, 11)']"
"[7, 15, 17, 21, 24, 26]","['重号数: 0', '热号命中: 2', '和值: 110', 'AC值: 8', '奇偶比: 4:2', '大小比: 4:2', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (18, 48, 7)']"
"[1, 8, 10, 17, 21, 24]","['重号数: 0', '热号命中: 4', '和值: 81', 'AC值: 6', '奇偶比: 3:3', '大小比: 3:3', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (14, 76, 9)']"
"[8, 12, 15, 24, 26, 31]","['重号数: 1', '热号命中: 4', '和值: 116', 'AC值: 8', '奇偶比: 2:4', '大小比: 3:3', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (19, 81, 9)']"
"[1, 3, 10, 11, 27, 32]","['重号数: 1', '热号命中: 3', '和值: 84', 'AC值: 10', '奇偶比: 4:2', '大小比: 2:4', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (14, 162, 13)']"
"[1, 4, 15, 17, 22, 29]","['重号数: 0', '热号命中: 4', '和值: 88', 'AC值: 8', '奇偶比: 4:2', '大小比: 3:3', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (15, 113, 11)']"
"[5, 11, 15, 19, 24, 26]","['重号数: 1', '热号命中: 3', '和值: 100', 'AC值: 9', '奇偶比: 4:2', '大小比: 3:3', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (17, 63, 8)']"
"[5, 7, 12, 16, 22, 30]","['重号数: 1', '热号命中: 4', '和值: 92', 'AC值: 10', '奇偶比: 2:4', '大小比: 2:4', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (15, 89, 9)']"
"[7, 10, 15, 20, 31, 32]","['重号数: 0', '热号命中: 2', '和值: 115', 'AC值: 9', '奇偶比: 3:3', '大小比: 3:3', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (19, 111, 11)']"
"[5, 9, 16, 20, 24, 26]","['重号数: 0', '热号命中: 3', '和值: 100', 'AC值: 6', '奇偶比: 2:4', '大小比: 3:3', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (17, 69, 8)']"
"[3, 4, 10, 14, 24, 31]","['重号数: 0', '热号命中: 4', '和值: 86', 'AC值: 7', '奇偶比: 2:4', '大小比: 2:4', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (14, 125, 11)']"
"[5, 11, 21, 25, 30, 32]","['重号数: 1', '热号命中: 2', '和值: 124', 'AC值: 10', '奇偶比: 4:2', '大小比: 4:2', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (21, 115, 11)']"
"[10, 12, 15, 17, 19, 26]","['重号数: 1', '热号命中: 3', '和值: 99', 'AC值: 4', '奇偶比: 3:3', '大小比: 3:3', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (16, 32, 6)']"
"[12, 14, 15, 20, 25, 26]","['重号数: 1', '热号命中: 2', '和值: 112', 'AC值: 6', '奇偶比: 2:4', '大小比: 3:3', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (19, 35, 6)']"
"[1, 2, 22, 25, 27, 30]","['重号数: 1', '热号命中: 4', '和值: 107', 'AC值: 8', '奇偶比: 3:3', '大小比: 4:2', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (18, 167, 13)']"
"[4, 12, 14, 15, 20, 31]","['重号数: 1', '热号命中: 3', '和值: 96', 'AC值: 7', '奇偶比: 2:4', '大小比: 2:4', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (16, 81, 9)']"
"[1, 5, 16, 21, 27, 31]","['重号数: 0', '热号命中: 2', '和值: 101', 'AC值: 6', '奇偶比: 5:1', '大小比: 3:3', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (17, 143, 12)']"
"[1, 3, 10, 21, 30, 31]","['重号数: 0', '热号命中: 4', '和值: 96', 'AC值: 8', '奇偶比: 4:2', '大小比: 3:3', '012分布: (3, 3, 0)', '样本分析-均值-方差-标准差: (16, 175, 13)']"
"[4, 7, 12, 14, 22, 30]","['重号数: 1', '热号命中: 4', '和值: 89', 'AC值: 6', '奇偶比: 1:5', '大小比: 2:4', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (15, 94, 10)']"
"[8, 10, 12, 16, 17, 21]","['重号数: 1', '热号命中: 3', '和值: 84', 'AC值: 5', '奇偶比: 2:4', '大小比: 2:4', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (14, 24, 5)']"
"[4, 6, 14, 21, 22, 31]","['重号数: 1', '热号命中: 2', '和值: 98', 'AC值: 7', '奇偶比: 2:4', '大小比: 3:3', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (16, 107, 10)']"
"[4, 7, 12, 16, 20, 24]","['重号数: 1', '热号命中: 3', '和值: 83', 'AC值: 5', '奇偶比: 1:5', '大小比: 2:4', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (14, 59, 8)']"
"[1, 9, 11, 15, 27, 32]","['重号数: 1', '热号命中: 3', '和值: 95', 'AC值: 10', '奇偶比: 5:1', '大小比: 2:4', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (16, 135, 12)']"
"[1, 12, 14, 17, 24, 27]","['重号数: 1', '热号命中: 3', '和值: 95', 'AC值: 7', '奇偶比: 3:3', '大小比: 3:3', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (16, 86, 9)']"
"[3, 10, 14, 17, 20, 30]","['重号数: 0', '热号命中: 3', '和值: 94', 'AC值: 7', '奇偶比: 2:4', '大小比: 3:3', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (16, 84, 9)']"
"[3, 11, 14, 16, 26, 30]","['重号数: 1', '热号命中: 2', '和值: 100', 'AC值: 10', '奇偶比: 2:4', '大小比: 2:4', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (17, 98, 10)']"
"[6, 10, 16, 22, 27, 30]","['重号数: 1', '热号命中: 3', '和值: 111', 'AC值: 9', '奇偶比: 1:5', '大小比: 3:3', '012分布: (3, 3, 0)', '样本分析-均值-方差-标准差: (18, 90, 10)']"
"[1, 7, 14, 15, 26, 27]","['重号数: 0', '热号命中: 2', '和值: 90', 'AC值: 7', '奇偶比: 4:2', '大小比: 2:4', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (15, 105, 10)']"
"[3, 12, 14, 19, 30, 32]","['重号数: 1', '热号命中: 3', '和值: 110', 'AC值: 6', '奇偶比: 2:4', '大小比: 3:3', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (18, 123, 11)']"
"[6, 7, 9, 19, 21, 30]","['重号数: 1', '热号命中: 2', '和值: 92', 'AC值: 8', '奇偶比: 4:2', '大小比: 3:3', '012分布: (4, 2, 0)', '样本分析-均值-方差-标准差: (15, 91, 10)']"
"[7, 13, 17, 24, 25, 32]","['重号数: 1', '热号命中: 2', '和值: 118', 'AC值: 8', '奇偶比: 4:2', '大小比: 4:2', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (20, 82, 9)']"
"[1, 15, 21, 24, 25, 30]","['重号数: 0', '热号命中: 4', '和值: 116', 'AC值: 8', '奇偶比: 4:2', '大小比: 4:2', '012分布: (4, 2, 0)', '样本分析-均值-方差-标准差: (19, 105, 10)']"
"[2, 5, 7, 10, 21, 31]","['重号数: 1', '热号命中: 3', '和值: 76', 'AC值: 8', '奇偶比: 4:2', '大小比: 2:4', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (13, 123, 11)']"
"[1, 4, 10, 14, 24, 32]","['重号数: 0', '热号命中: 4', '和值: 85', 'AC值: 9', '奇偶比: 1:5', '大小比: 2:4', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (14, 142, 12)']"
"[1, 15, 20, 26, 30, 33]","['重号数: 1', '热号命中: 4', '和值: 125', 'AC值: 10', '奇偶比: 3:3', '大小比: 4:2', '012分布: (3, 1, 2)', '样本分析-均值-方差-标准差: (21, 137, 12)']"
"[5, 12, 20, 24, 29, 31]","['重号数: 1', '热号命中: 3', '和值: 121', 'AC值: 8', '奇偶比: 3:3', '大小比: 4:2', '012分布: (2, 1, 3)', '样本分析-均值-方差-标准差: (20, 101, 10)']"
"[1, 4, 11, 15, 31, 32]","['重号数: 1', '热号命中: 3', '和值: 94', 'AC值: 10', '奇偶比: 4:2', '大小比: 2:4', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (16, 175, 13)']"
"[4, 10, 12, 17, 25, 26]","['重号数: 1', '热号命中: 3', '和值: 94', 'AC值: 8', '奇偶比: 2:4', '大小比: 3:3', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (16, 75, 9)']"
"[4, 5, 7, 15, 22, 26]","['重号数: 0', '热号命中: 4', '和值: 79', 'AC值: 9', '奇偶比: 3:3', '大小比: 2:4', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (13, 87, 9)']"
"[12, 16, 20, 22, 24, 25]","['重号数: 1', '热号命中: 3', '和值: 119', 'AC值: 6', '奇偶比: 1:5', '大小比: 4:2', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (20, 25, 5)']"
"[3, 5, 7, 8, 25, 27]","['重号数: 0', '热号命中: 3', '和值: 75', 'AC值: 6', '奇偶比: 5:1', '大小比: 2:4', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (12, 113, 11)']"
"[1, 2, 16, 24, 25, 27]","['重号数: 1', '热号命中: 3', '和值: 95', 'AC值: 8', '奇偶比: 3:3', '大小比: 3:3', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (16, 137, 12)']"
"[1, 9, 20, 24, 26, 31]","['重号数: 0', '热号命中: 3', '和值: 111', 'AC值: 9', '奇偶比: 3:3', '大小比: 4:2', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (18, 128, 11)']"
"[1, 4, 15, 16, 30, 32]","['重号数: 0', '热号命中: 4', '和值: 98', 'AC值: 8', '奇偶比: 2:4', '大小比: 2:4', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (16, 164, 13)']"
"[7, 8, 10, 15, 20, 22]","['重号数: 0', '热号命中: 4', '和值: 82', 'AC值: 6', '奇偶比: 2:4', '大小比: 2:4', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (14, 40, 6)']"
"[4, 6, 7, 20, 22, 26]","['重号数: 1', '热号命中: 2', '和值: 85', 'AC值: 8', '奇偶比: 1:5', '大小比: 3:3', '012分布: (1, 3, 2)', '样本分析-均值-方差-标准差: (14, 91, 10)']"
"[5, 6, 10, 17, 19, 24]","['重号数: 1', '热号命中: 3', '和值: 81', 'AC值: 7', '奇偶比: 3:3', '大小比: 3:3', '012分布: (2, 2, 2)', '样本分析-均值-方差-标准差: (14, 59, 8)']"
"[1, 10, 11, 15, 22, 27]","['重号数: 1', '热号命中: 4', '和值: 86', 'AC值: 8', '奇偶比: 4:2', '大小比: 2:4', '012分布: (2, 3, 1)', '样本分析-均值-方差-标准差: (14, 85, 9)']"
